CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53057952200,Washington,Skagit County,1,4144,1599,0,34,0.82,0,1,0,1,1,1,20.4,52009,0,1,0,1,0,0,0,1,80,2572,80,51,1307,51,2572,62.07,1307,31.54,730,17.61,259,6.26,1882,45.42,28,0.67,108,2.6,5,0.11,36,0.86,514,12.41,803,19.38,114,7.13,239,14.97,80,1.92,51,1.22,25,0.61,6,0.14,56,1.35,1,0.02,2,0.04,0,0,1,0.02,21,0.5,22,0.53,2,0.15,7,0.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1959,1152,495,3041,48,156,8,69,822,1305,211,422
53057952301,Washington,Skagit County,1,4562,1408,0,110,2.41,1,1,1,0,0,1,24.6,47813,1,1,1,1,1,0,0,0,2216,4562,2216,869,2461,869,4562,100,2461,53.95,1519,33.3,449,9.84,2814,61.68,63,1.38,117,2.56,5,0.11,53,1.16,1510,33.1,2597,56.93,72,5.11,473,33.58,2216,48.58,869,19.05,697,15.28,233,5.1,1470,32.22,30,0.66,69,1.52,0,0,17,0.38,629,13.8,1075,23.57,49,3.49,226,16.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2701,1519,449,2814,63,117,5,53,1510,2597,79,537
53057952302,Washington,Skagit County,1,8722,3063,0,2,0.02,0,0,0,0,0,0,10.8,77009,1,1,1,1,1,0,0,0,3989,6093,3989,818,1675,818,6093,69.86,1675,19.21,1626,18.64,784,8.99,4730,54.24,63,0.73,256,2.93,12,0.14,83,0.95,948,10.87,1363,15.63,51,1.67,379,12.36,3989,45.73,818,9.38,1122,12.86,456,5.22,3001,34.4,45,0.52,199,2.28,5,0.06,56,0.64,684,7.84,925,10.61,18,0.6,242,7.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2995,2507,1032,6454,103,295,22,133,1715,2751,105,582
53057952401,Washington,Skagit County,1,2831,1093,0,13,0.46,0,1,0,0,0,1,18.4,63482,0,1,0,1,0,0,0,0,213,2286,213,37,760,37,2286,80.74,760,26.83,589,20.81,315,11.13,1862,65.79,15,0.52,40,1.42,0,0,26,0.91,342,12.09,510,18.02,52,4.77,139,12.69,213,7.54,37,1.3,54,1.91,28,0.98,189,6.68,3,0.1,1,0.05,0,0,1,0.03,19,0.69,37,1.32,2,0.2,13,1.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,921,754,348,2237,22,47,0,37,488,731,76,176
53057952402,Washington,Skagit County,1,7408,2710,0,173,2.34,0,0,0,0,0,0,8.7,72105,1,1,1,1,1,0,0,0,1753,3547,1753,503,1010,503,3547,47.88,1010,13.63,802,10.82,654,8.82,3013,40.68,9,0.13,117,1.57,6,0.09,44,0.6,357,4.82,474,6.4,13,0.49,246,9.09,1753,23.67,503,6.8,408,5.51,272,3.68,1495,20.18,1,0.01,69,0.93,2,0.03,25,0.34,162,2.18,195,2.63,0,0,117,4.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2593,1903,1359,5636,37,183,25,98,1429,1976,144,528
53057952500,Washington,Skagit County,1,3290,1184,0,305,9.27,0,1,0,0,0,1,18.6,65089,0,1,0,1,0,0,0,0,NULL,863,NULL,NULL,298,NULL,863,26.23,298,9.06,268,8.14,103,3.15,543,16.52,9,0.29,13,0.38,2,0.06,38,1.17,257,7.82,348,10.59,6,0.51,64,5.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1197,825,255,2407,36,41,4,97,705,1003,73,233
53057952600,Washington,Skagit County,1,3821,1461,0,2,0.05,0,0,0,0,0,0,9.3,82991,1,1,1,1,1,0,0,0,2244,3063,2244,446,675,446,3063,80.15,675,17.67,688,18,527,13.8,2737,71.64,4,0.1,25,0.66,5,0.13,46,1.2,245,6.42,360,9.43,27,1.86,88,6.01,2244,58.73,446,11.67,502,13.14,396,10.37,2038,53.34,3,0.08,21,0.55,5,0.12,31,0.8,147,3.85,205,5.37,18,1.26,64,4.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,880,913,579,3271,17,35,6,63,429,637,29,110
53057952700,Washington,Skagit County,0,3674,1374,0,30,0.82,0,0,0,0,0,0,3.9,84118,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3674,100,564,15.36,848,23.08,525,14.29,3323,90.45,5,0.14,48,1.31,4,0.11,28,0.76,266,7.24,357,9.72,0,0,87,6.33,3674,100,564,15.36,848,23.08,525,14.29,3323,90.45,5,0.14,48,1.31,4,0.11,28,0.76,266,7.24,357,9.72,0,0,87,6.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,532,848,525,3323,5,48,4,28,266,357,0,86
53059950100,Washington,Skamania County,0,98,51,0,0,0,1,1,1,1,0,1,14,66250,1,1,1,0,0,1,1,1,51,51,36,13,13,9,98,100,25,25.17,11,11.22,21,21.43,96,97.96,0,0,1,1.02,0,0,0,0,1,1.02,0,0,0,0,13,25,98,100,25,25.17,11,11.22,21,21.43,96,97.96,0,0,1,1.02,0,0,0,0,1,1.02,0,0,0,0,13,25,51,51.72,13,13.02,5,5.07,11,11.55,50,50.7,0,0,0,0,0,0,0,0,1,1.02,0,0,0,0,7,13.69,36,36.35,9,9.15,4,3.89,8,8.24,35,35.33,0,0,0,0,0,0,0,0,1,1.02,0,0,0,0,5,9.22,36,11,21,96,0,1,0,0,1,0,0,10
53059950200,Washington,Skamania County,0,4264,1709,0,0,0,0,0,0,0,0,0,9.6,74202,0,0,0,0,0,0,0,0,413,413,NULL,99,99,NULL,4264,100,990,23.22,960,22.51,576,13.51,4019,94.25,24,0.56,51,1.2,6,0.14,43,1.01,121,2.84,132,3.1,43,2.49,139,8.11,4264,100,990,23.22,960,22.51,576,13.51,4019,94.25,24,0.56,51,1.2,6,0.14,43,1.01,121,2.84,132,3.1,43,2.49,139,8.11,413,9.7,99,2.32,90,2.1,49,1.16,379,8.9,7,0.18,1,0.03,0,0,8,0.19,17,0.41,14,0.32,5,0.29,14,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1086,960,576,4019,24,51,6,43,121,132,48,155
53059950300,Washington,Skamania County,0,2010,854,0,25,1.24,0,0,0,0,0,1,18,68021,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,1124,55.92,303,15.06,244,12.12,203,10.09,1055,52.51,1,0.05,11,0.55,0,0,22,1.08,35,1.73,37,1.85,62,7.2,87,10.14,477,23.72,115,5.73,117,5.83,72,3.6,431,21.42,0,0,7,0.36,0,0,12,0.6,27,1.33,8,0.4,23,2.65,33,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,548,467,315,1872,9,15,1,40,73,95,113,153
53059950400,Washington,Skamania County,0,2234,918,0,0,0,0,0,0,0,0,1,12.9,66200,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2114,94.61,600,26.86,416,18.62,348,15.6,1928,86.32,4,0.18,18,0.81,0,0,31,1.4,132,5.91,165,7.37,40,4.37,83,9.09,1900,85.07,510,22.83,373,16.69,303,13.56,1732,77.52,3,0.14,17,0.74,0,0,30,1.34,119,5.32,158,7.07,33,3.61,75,8.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,635,442,365,2042,6,18,0,32,136,167,43,87
53059950500,Washington,Skamania County,0,2460,990,0,0,0,0,0,0,0,0,1,17.5,55417,0,0,0,0,0,0,0,0,4,4,NULL,1,1,NULL,2083,84.68,805,32.74,490,19.91,270,10.99,1890,76.84,7,0.28,10,0.4,4,0.16,49,1.99,123,5.02,142,5.75,43,4.35,130,13.09,1108,45.04,361,14.68,247,10.02,140,5.69,1010,41.08,3,0.13,3,0.12,4,0.16,25,1,63,2.55,55,2.25,16,1.65,71,7.21,4,0.17,1,0.04,1,0.04,1,0.02,4,0.15,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1130,578,319,2236,7,11,4,58,144,159,56,156
53061040100,Washington,Snohomish County,1,5382,1714,0,1464,27.2,0,0,0,0,0,0,5.4,96181,1,1,1,1,1,0,0,0,839,4547,839,135,792,135,4547,84.48,792,14.72,607,11.28,499,9.28,3777,70.17,280,5.2,198,3.68,24,0.45,41,0.75,228,4.24,333,6.19,90,5.26,88,5.11,839,15.59,135,2.5,172,3.2,181,3.36,774,14.38,14,0.25,11,0.21,2,0.04,5,0.1,33,0.61,25,0.46,29,1.71,22,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,656,770,579,4501,298,225,27,52,279,377,94,105
53061040200,Washington,Snohomish County,1,5925,2527,0,76,1.28,1,1,1,1,1,1,26.7,44389,1,1,1,1,1,0,0,1,1310,4798,1310,828,2628,828,4798,80.97,2628,44.35,1383,23.34,562,9.49,3236,54.61,251,4.24,418,7.06,148,2.5,82,1.38,663,11.19,842,14.22,531,21,701,27.73,1310,22.12,828,13.98,442,7.46,107,1.8,862,14.55,92,1.55,150,2.53,44,0.75,21,0.36,141,2.38,186,3.15,99,3.94,166,6.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3123,1635,776,4095,294,472,171,101,792,985,713,880
53061040300,Washington,Snohomish County,1,2937,1285,0,2,0.07,0,0,0,0,0,0,9.7,98125,0,0,0,0,0,0,0,0,NULL,128,NULL,NULL,44,NULL,128,4.35,44,1.5,27,0.91,9,0.32,117,4,1,0.03,1,0.05,0,0,1,0.03,7,0.24,1,0.05,10,0.77,9,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1127,629,363,2516,54,52,17,61,237,256,200,249
53061040400,Washington,Snohomish County,1,3867,1830,0,113,2.92,0,0,0,0,0,1,18,71944,0,0,0,0,0,0,0,0,0,271,0,0,77,0,271,7.01,77,2,33,0.86,37,0.95,238,6.15,14,0.35,2,0.06,0,0,2,0.06,15,0.38,21,0.55,10,0.56,24,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1414,687,315,3135,130,112,16,80,394,384,165,294
53061040500,Washington,Snohomish County,1,2402,929,0,35,1.46,0,1,0,0,0,1,17.2,63512,0,1,0,1,0,0,0,0,0,1539,0,0,524,0,1539,64.06,524,21.81,384,16,95,3.97,1228,51.11,42,1.75,72,2.99,7,0.3,27,1.12,163,6.79,197,8.2,51,5.45,116,12.45,0,0.02,0,0.01,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,801,592,161,1945,56,106,13,43,239,266,79,185
53061040700,Washington,Snohomish County,1,4726,1830,0,1483,31.38,0,1,0,1,1,1,31.7,48804,0,1,0,1,0,0,0,1,0,1424,0,0,591,0,1424,30.13,591,12.51,210,4.43,123,2.61,1187,25.12,68,1.45,24,0.5,4,0.08,30,0.63,111,2.35,120,2.54,147,8.06,210,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1708,546,450,3815,332,109,12,137,321,394,567,648
53061040800,Washington,Snohomish County,1,2418,1134,0,290,11.99,0,0,0,0,0,0,12.6,85431,0,0,0,0,0,0,0,0,0,265,0,0,71,0,265,10.95,71,2.92,62,2.55,31,1.28,246,10.16,1,0.05,2,0.07,1,0.02,0,0.01,15,0.64,10,0.42,3,0.27,16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,859,335,322,2075,77,77,10,38,141,133,175,211
53061040900,Washington,Snohomish County,1,2810,1160,0,25,0.89,0,0,0,0,0,0,9.5,91719,1,1,1,1,1,0,0,0,2113,2774,2113,392,534,392,2774,98.71,534,18.99,586,20.86,484,17.22,2507,89.23,37,1.32,89,3.16,12,0.43,29,1.03,100,3.55,107,3.8,74,6.36,135,11.6,2113,75.19,392,13.96,450,16.01,362,12.9,1904,67.76,30,1.08,60,2.15,12,0.42,24,0.87,82,2.91,97,3.45,53,4.59,103,8.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,576,589,492,2540,37,92,12,29,100,107,76,144
53061041000,Washington,Snohomish County,1,5380,2350,0,65,1.21,0,0,0,0,0,0,14.5,92024,0,1,0,1,0,0,0,0,NULL,1012,NULL,NULL,303,NULL,1012,18.81,303,5.63,211,3.93,85,1.58,857,15.92,27,0.5,30,0.55,8,0.14,18,0.33,73,1.36,98,1.82,74,3.15,81,3.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1516,1079,689,4463,141,158,20,89,509,554,316,415
53061041100,Washington,Snohomish County,1,4570,1836,0,26,0.57,0,1,0,0,0,1,12.6,72173,0,1,0,1,0,0,0,0,15,854,15,4,186,4,854,18.69,186,4.08,193,4.23,120,2.62,712,15.58,20,0.44,51,1.11,0,0,9,0.2,62,1.36,75,1.65,6,0.32,72,3.9,15,0.33,4,0.08,3,0.07,2,0.05,13,0.29,0,0,0,0.01,0,0,0,0,1,0.02,1,0.03,0,0,1,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1516,1047,557,3562,168,294,31,49,466,539,143,407
53061041201,Washington,Snohomish County,1,3439,1198,0,16,0.47,1,1,1,0,0,1,12,73485,1,1,1,1,1,0,0,0,922,3290,922,178,677,178,3290,95.67,677,19.69,882,25.64,244,7.1,2439,70.91,82,2.39,363,10.56,14,0.41,54,1.56,339,9.84,395,11.5,47,3.92,80,6.69,922,26.82,178,5.17,269,7.83,54,1.56,702,20.42,19,0.57,74,2.15,3,0.09,16,0.46,108,3.14,124,3.59,16,1.33,22,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,710,918,255,2546,86,373,16,58,360,422,46,84
53061041202,Washington,Snohomish County,1,5791,2255,0,8,0.14,0,1,0,0,0,1,22.7,59571,0,1,0,1,0,0,0,0,NULL,714,NULL,NULL,273,NULL,714,12.33,273,4.71,201,3.47,46,0.79,506,8.74,23,0.4,95,1.64,10,0.16,4,0.07,76,1.31,95,1.64,21,0.92,56,2.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2574,1397,563,4269,222,564,38,63,635,868,178,520
53061041301,Washington,Snohomish County,1,5117,2099,0,20,0.39,0,0,0,0,0,0,1.2,132991,1,1,1,1,1,0,0,0,5117,5117,5117,380,380,380,5117,100,380,7.43,1080,21.11,720,14.07,4456,87.08,53,1.04,342,6.68,9,0.18,34,0.66,223,4.36,198,3.87,38,1.81,136,6.47,5117,100,380,7.43,1080,21.11,720,14.07,4456,87.08,53,1.04,342,6.68,9,0.18,34,0.66,223,4.36,198,3.87,38,1.81,136,6.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,409,1080,720,4456,53,342,9,34,223,198,41,143
53061041303,Washington,Snohomish County,1,4502,1772,0,0,0,0,0,0,0,0,0,7.6,94241,1,1,1,1,1,0,0,0,2758,4266,2758,697,984,697,4266,94.76,984,21.86,1045,23.22,358,7.95,3137,69.69,190,4.22,412,9.15,37,0.83,43,0.95,447,9.92,487,10.82,61,3.42,189,10.64,2758,61.27,697,15.47,657,14.59,242,5.39,1977,43.91,160,3.55,257,5.7,13,0.29,21,0.47,330,7.34,329,7.3,46,2.57,130,7.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1041,1110,373,3309,195,441,38,48,471,522,65,203
